,Hugo_Symbol
11967,HIRA
11968,C6orf118
11969,ZNF195
11970,LYSMD1
11971,GAGE12G
11972,AGO2
11973,AL627309.1
11974,USP36
11975,B3GNT1
11976,PNPLA2
11977,DCX
11978,FEZ2
11979,ENC1
11980,MDH1
11981,TMEM155
11982,PAGE3
11983,STK32A
11984,BCAT1
11985,C20orf62
11986,CYP2A13
11987,RP4-758J18.2
11988,CERS4
11989,ALKBH7
11990,SLC29A1
11991,RSBN1
11992,CCDC91
11993,NDUFA9
11994,TUBB3
11995,KM-PA-2
11996,FZD2
11997,C7orf73
11998,HR
11999,LGALS4
12000,ALS2CR12
12001,CHI3L1
12002,C16orf62
12003,PPP1R32
12004,CRIP3
12005,CPT1C
12006,SLC39A4
12007,CEP68
12008,C16orf80
12009,LPP
12010,LYZL2
12011,KRTAP10-4
12012,HOXB7
12013,FOXRED1
12014,CT45A6
12015,PAFAH2
12016,MAP7D2
12017,YARS
12018,SMOC2
12019,SPERT
12020,RP11-432B6.3
12021,PCK2
12022,HNRNPUL2
12023,DUSP3
12024,ISOC1
12025,FAM72B
12026,HAPLN2
12027,MMAB
12028,DHX32
12029,RBMXL2
12030,DDN
12031,TRAF6
12032,SOWAHC
12033,GMNC
12034,NKD1
12035,RP11-57H12.6
12036,EIF4E
12037,SNX7
12038,FIGN
12039,TMEM144
12040,B4GALT6
12041,CCL21
12042,ECE2
12043,CHIC2
12044,SNAP29
12045,C7orf50
12046,CPSF4L
12047,THY1
12048,KRBA2
12049,NBPF1
12050,METTL18
12051,AP1G1
12052,BCL10
12053,SLC48A1
12054,EP300
12055,NUP93
12056,SIGLEC12
12057,MIA-RAB4B
12058,ZEB2
12059,GGT7
12060,IZUMO2
12061,GNG5P2
12062,ELP5
12063,EFNB1
12064,LIMD1
12065,ZNF615
12066,TBX6
12067,GCDH
12068,RMDN3
12069,OR10A3
12070,GS1-259H13.10
12071,FAM71A
12072,DNAJC3
12073,URI1
12074,SPPL3
12075,NEDD4L
12076,SKA2
12077,GPR114
12078,SETX
12079,HIST2H3A
12080,ACAP2
12081,RPL35A
12082,PGM5
12083,IRX5
12084,RGS11
12085,HYKK
12086,PHACTR3
12087,POLDIP2
12088,ZNF439
12089,BCR
12090,ATF6
12091,TMX3
12092,AARS2
12093,GPRASP1
12094,CSNK1G1
12095,PLSCR4
12096,ADAMDEC1
12097,RNF168
12098,LCN8
12099,PRM3
12100,RP11-867G23.8
12101,PXK
12102,PCDHGB7
12103,DNAH9
12104,HOXD10
12105,KLHL3
12106,EXOC2
12107,SRP72
12108,GHDC
12109,TRIQK
12110,ARHGEF12
12111,CD44
12112,PTK2B
12113,FA2H
12114,FSTL5
12115,ZBTB6
12116,ANXA4
12117,NADSYN1
12118,TNP1
12119,CUX1
12120,RHOC
12121,KISS1R
12122,BPIFB6
12123,GSTA2
12124,MYH1
12125,FAM218A
12126,SSTR2
12127,ATP10A
12128,TTC24
12129,RP11-503N18.3
12130,LETM2
12131,CYSTM1
12132,ECI2
12133,NUDCD3
12134,DOC2A
12135,ANKRA2
12136,DAK
12137,GATAD2B
12138,ORC1
12139,C5orf46
12140,PTCRA
12141,CAB39
12142,SLC26A8
12143,P2RY13
12144,PNPLA3
12145,TM4SF18
12146,MTOR
12147,BGLAP
12148,FAM220A
12149,ZNF300
12150,LAD1
12151,HBG1
12152,NEK3
12153,SLC12A1
12154,NSA2
12155,CYP4F3
12156,CACNG7
12157,SRP9
12158,DRD4
12159,KHSRP
12160,LRRC8D
12161,ZSWIM6
12162,CHCHD4
12163,RPL28
12164,KCNC4
12165,MRPS6
12166,CTNNAL1
12167,CCNT2
12168,TBC1D31
12169,TTYH2
12170,DSP
12171,SLC9A6
12172,ISG15
12173,FAM27B
12174,SYT8
12175,RNF114
12176,PSMA4
12177,DDX28
12178,TMEM74B
12179,SP100
12180,AC090186.1
12181,DGKI
12182,SLC2A12
12183,SLC39A9
12184,TARBP2
12185,DDIT4L
12186,CSNK2A2
12187,COX7C
12188,MLLT11
12189,AP3D1
12190,SCEL
12191,ANO10
12192,SOX10
12193,DDX56
12194,FBLN1
12195,IGSF9B
12196,OCM2
12197,XYLT2
12198,TMX4
12199,CCDC149
12200,AC117395.1
12201,HDHD1
12202,LRRN4CL
12203,KRTAP2-2
12204,RP11-101E3.5
12205,HECA
12206,TMEM212
12207,ADRM1
12208,KLHL32
12209,ARHGAP22
12210,SLC7A3
12211,ATP4B
12212,FAM109B
12213,CPXCR1
12214,CSMD1
12215,PRPH
12216,MAGED2
12217,PEX2
12218,CEP41
12219,C12orf29
12220,PPARA
12221,TSPEAR
12222,AMIGO1
12223,OR10A6
12224,SIX6
12225,CLTB
12226,S100A7A
12227,AP2S1
12228,SLC25A44
12229,MST1R
12230,C16orf95
12231,ELP3
12232,AC005779.2
12233,RBMY1D
12234,CP
12235,TTC5
12236,AC026310.1
12237,CDKN1C
12238,CT45A3
12239,KMT2D
12240,CHRNA3
12241,SORT1
12242,WNK4
12243,FBXO11
12244,RAD51AP2
12245,ADAM22
12246,FBXL6
12247,KRTAP19-4
12248,GLT8D1
12249,RP11-574K11.31
12250,TSPY6P
12251,IQSEC2
12252,MAPK10
12253,COPB2
12254,HIST3H2BB
12255,CBFA2T3
12256,SNAPC5
12257,TMEM256
12258,GNPTAB
12259,PGBD4
12260,INHBE
12261,SETD3
12262,CDKN1A
12263,LOH12CR2
12264,XRCC2
12265,KRT19
12266,CD248
12267,RBM17
12268,ANGPT4
12269,FSCN2
12270,AC091150.1
12271,HGF
12272,KRT85
12273,CCDC147
12274,DNAJC8
12275,ABCE1
12276,ZNF524
12277,TRIM72
12278,VGLL4
12279,IL20
12280,AC007405.2
12281,CPO
12282,PAX9
12283,SLC9A3R2
12284,NELL1
12285,ATAD2B
12286,HDAC8
12287,ESRP1
12288,CBLB
12289,PACSIN2
12290,DDX51
12291,MRPL2
12292,CSRP3
12293,ITGB4
12294,TRABD2A
12295,SH3D21
12296,CHP1
12297,MAGEA3
12298,ATRAID
12299,USP22
12300,CTSV
12301,RNF169
12302,SNRPD3
12303,DLL4
12304,PSD2
12305,TOP1MT
12306,DDX31
12307,ALX1
12308,TLN2
12309,PRAMEF7
12310,NPIPB6
12311,HTRA4
12312,EIF2AK2
12313,TMEM200C
12314,TNFRSF1A
12315,MAEA
12316,CCDC78
12317,SLC16A6
12318,CLDN5
12319,C12orf75
12320,FAM20B
12321,DCAF4L2
12322,NUDT2
12323,TRIM25
12324,RBMS1
12325,DMRTA2
12326,RP11-182J1.16
12327,DCN
12328,TSPAN8
12329,KRT3
12330,PRDX2
12331,ITPK1
12332,GABRP
12333,PLA2G2E
12334,LATS2
12335,LRRTM2
12336,DHX37
12337,ZNF790
12338,AC019171.1
12339,PHYHIPL
12340,TPH1
12341,HPSE2
12342,TRIM21
12343,TPGS2
12344,MFHAS1
12345,SLC26A2
12346,FRZB
12347,CHDC2
12348,CASR
12349,CXorf21
12350,BCL2A1
12351,COQ2
12352,PSMG3
12353,CX3CR1
12354,C5orf22
12355,SLC25A47
12356,CENPN
12357,OR1B1
12358,NFYC
12359,SENP6
12360,PCSK1
12361,CLPTM1L
12362,MIA3
12363,SORCS3
12364,TEKT4
12365,NCKAP5
12366,MCHR1
12367,PSTPIP2
12368,ADD1
12369,RPIA
12370,TLR10
12371,ELMSAN1
12372,BX842679.1
12373,APH1B
12374,JAG1
12375,CPN2
12376,TSHZ3
12377,TMEM88B
12378,TBC1D3B
12379,CTBP2
12380,CCDC114
12381,SYNGR3
12382,KITLG
12383,WRAP73
12384,NCAPG2
12385,AC006126.3
12386,TDRD6
12387,TRMT10C
12388,RABEP1
12389,SSH1
12390,ALDOB
12391,GOLT1B
12392,ALPP
12393,GGNBP1
12394,PNLIPRP1
12395,MTERFD1
12396,FNDC1
12397,ARC
12398,SNX27
12399,POLR3H
12400,CHCHD3
12401,FUBP1
12402,NTPCR
12403,MUC20
12404,RP11-131H24.4
12405,RAD52
12406,DUXA
12407,NR4A3
12408,SEC22C
12409,WRNIP1
12410,CTD-2370N5.3
12411,SMIM15
12412,MAP4K1
12413,PRDX3
12414,P2RX3
12415,WDR55
12416,RAB4B
12417,LDB1
12418,POM121
12419,SORBS1
12420,GRIN1
12421,RTN3
12422,C2orf82
12423,NRK
12424,HAUS1
12425,ADAMTS12
12426,GPR89B
12427,CORO2A
12428,C16orf13
12429,TNFSF12
12430,AC007952.5
12431,FNDC5
12432,RELL1
12433,MOCS2
12434,NOG
12435,TNKS2
12436,ZNF763
12437,TASP1
12438,CYBB
12439,TEAD3
12440,PSMD10
12441,CYGB
12442,OLFM4
12443,GEN1
12444,GRM2
12445,AQP8
12446,NELFA
12447,SEMG2
12448,IKBKB
12449,CCDC24
12450,BRI3
12451,SLC25A46
12452,AP000783.1
12453,PLA2G4A
12454,HDDC3
12455,VARS
12456,MYL5
12457,DCK
12458,TRAPPC5
12459,LCE1A
12460,RCAN1
12461,DGKD
12462,CENPK
12463,MUSK
12464,CH25H
12465,GNPTG
12466,SCRG1
12467,FRA10AC1
12468,IGSF9
12469,SFT2D3
12470,TINF2
12471,RTEL1
12472,NUDT12
12473,UCN
12474,CACNA1F
12475,HIST1H2BH
12476,PTCHD3
12477,ZNF233
12478,KAZALD1
12479,PEX13
12480,AAAS
12481,CCER1
12482,MCUR1
12483,THOC5
12484,ZNF391
12485,ATP6V1E1
12486,TAT
12487,MANEA
12488,BTN3A3
12489,RDH5
12490,FAM208B
12491,AP002884.2
12492,FAM196A
12493,SLC1A5
12494,FAM153B
12495,FDXR
12496,NLRP9
12497,NMRK2
12498,OR8G5
12499,PRPF40B
12500,ZFAND6
12501,ATXN7L2
12502,NIM1
12503,HSPA6
12504,CTAGE15
12505,BZRAP1
12506,KRT6A
12507,USP1
12508,LPXN
12509,CCDC73
12510,TCF21
12511,USP27X
12512,RAI2
12513,HLF
12514,AC079354.2
12515,LRRC59
12516,ZNF705A
12517,C10orf71
12518,ABCA8
12519,UBE2W
12520,OR2T3
12521,TCEB3C
12522,AP001816.1
12523,P2RX7
12524,RAB40B
12525,TTBK2
12526,PAPSS2
12527,KRI1
12528,APLN
12529,MLLT4
12530,HELT
12531,IFI27L2
12532,AGT
12533,RP11-166B2.1
12534,ACTRT1
12535,AP3M2
12536,ANAPC2
12537,DTD2
12538,ZNF684
12539,KCTD12
12540,ARHGAP32
12541,FASTKD3
12542,MAZ
12543,ZNF33A
12544,FAM57A
12545,MATN2
12546,ACOX1
12547,MSTN
12548,PMM2
12549,AL021920.2
12550,AMMECR1L
12551,TMEM258
12552,MAP2K2
12553,FIGNL1
12554,NF2
12555,P2RX5-TAX1BP3
12556,FEM1C
12557,HOXA13
12558,SLC5A1
12559,TFPT
12560,CCL2
12561,RAI1
12562,TARSL2
12563,PAX1
12564,PITPNM2
12565,ADC
12566,DPM3
12567,HIST1H2BO
12568,C4orf33
12569,HSPH1
12570,DHDH
12571,ZNF227
12572,TLR8
12573,PRUNE2
12574,ZNF587
12575,CRYBA1
12576,C21orf67
12577,FSD1L
12578,POLR3B
12579,THAP7
12580,FAM149A
12581,ITGAX
12582,KRT39
12583,DUOXA1
12584,CDK5RAP1
12585,PMEL
12586,HERPUD1
12587,NLK
12588,CENPA
12589,FBXO40
12590,UTP23
12591,SMNDC1
12592,KARS
12593,NUTM2A
12594,BLOC1S6
12595,ZC3HAV1L
12596,DERL2
12597,RYR2
12598,RCN3
12599,TRPM6
12600,PTAR1
12601,CRTC1
12602,HOMEZ
12603,SLC37A3
12604,SMARCD1
12605,PDCD11
12606,AKR1B1
12607,P2RY12
12608,TRAP1
12609,ZNF626
12610,SPI1
12611,ACAA2
12612,ZBTB4
12613,LCN6
12614,CMTM7
12615,TMEM75
12616,GP5
12617,TXNDC17
12618,MUC3A
12619,ZNF845
12620,PRR11
12621,RIMS3
12622,COL8A2
12623,CA5A
12624,IPMK
12625,GOLGA6L6
12626,ERMARD
12627,CECR2
12628,ASUN
12629,WDFY1
12630,TFDP1
12631,HIST2H2BE
12632,C17orf59
12633,GKN2
12634,EHD4
12635,OS9
12636,NOSIP
12637,IGLON5
12638,EYA1
12639,SF3B5
12640,SLC9B1
12641,TBC1D14
12642,NPRL3
12643,TCF20
12644,RPL5
12645,HECTD3
12646,AC003101.1
12647,RPP25
12648,TRPV6
12649,ACY3
12650,SERPINB4
12651,GLB1L2
12652,LHB
12653,MLPH
12654,PTPN7
12655,PYCARD
12656,ATP5B
12657,C17orf72
12658,TANK
12659,YY1AP1
12660,SMAD4
12661,PIK3C2G
12662,LDHAL6B
12663,RYR3
12664,NBPF10
12665,LENEP
12666,FGR
12667,DCDC2C
12668,DPEP1
12669,PRPF40A
12670,IFLTD1
12671,CYP4A22
12672,STX7
12673,COX4I1
12674,ZNF274
12675,TAGLN3
12676,CDC42EP1
12677,CHD1
12678,MCMDC2
12679,ADAD2
12680,TMUB2
12681,CCSER2
12682,SOD1
12683,MRGPRE
12684,RP11-1026M7.2
12685,TMEM134
12686,KLHL10
12687,LGSN
12688,CAT
12689,FOSL2
12690,SNX12
12691,WDR49
12692,BOC
12693,ERCC1
12694,NGRN
12695,MAGI2
12696,TMX2
12697,ALDH18A1
12698,FLRT3
12699,SLC15A3
12700,TNRC6C
12701,CLEC7A
12702,ATP5SL
12703,BEST3
12704,ANKRD11
12705,CAV1
12706,CHUK
12707,NOTCH4
12708,FAM150A
12709,TSACC
12710,KIAA1143
12711,ARL6IP5
12712,NAV2
12713,RTN2
12714,UHRF1BP1
12715,NUDT17
12716,KIAA1522
12717,PIEZO1
12718,CCND3
12719,RBM43
12720,IGFBP4
12721,THUMPD1
12722,FGD3
12723,RAB25
12724,PNOC
12725,ARHGEF38
12726,SOWAHB
12727,ASB2
12728,LTA4H
12729,PRKG2
12730,TMEM251
12731,C1QTNF9
12732,SPATA7
12733,MAGEF1
12734,TEPP
12735,AC099552.4
12736,CSF1
12737,C16orf90
12738,STX5
12739,CDH9
12740,ASIC4
12741,ENAH
12742,C2CD4A
12743,OR1L8
12744,FAM65A
12745,HYLS1
12746,PCDH10
12747,SOX11
12748,PARP16
12749,KIAA1586
12750,C11orf49
12751,PCDHB5
12752,IDE
12753,GDAP2
12754,LPIN3
12755,CRIP1
12756,SIM1
12757,IL19
12758,ZFAND2B
12759,ADI1
12760,LAYN
12761,MARCO
12762,GLTP
12763,PKLR
12764,TUBB
12765,CHGB
12766,GMDS
12767,STAG2
12768,IQCJ
12769,SLC35F1
12770,IL11
12771,C5orf38
12772,TCF3
12773,PEX11B
12774,CALCOCO1
12775,GPATCH4
12776,USP15
12777,CROT
12778,C16orf97
12779,MEDAG
12780,POP4
12781,NDUFAF4
12782,TAF2
12783,RNASEH2C
12784,FBXW9
12785,IQCF3
12786,HIST1H2BM
12787,PET112
12788,MYBL1
12789,TMEM220
12790,CAPZB
12791,ZXDC
12792,FTMT
12793,RP11-507M3.1
12794,SLCO1B3
12795,GSK3B
12796,OLA1
12797,TSHZ2
12798,NRBP1
12799,CAPN11
12800,SLC45A3
12801,ANKRD20A1
12802,RP11-178C3.1
12803,FBXL4
12804,SEC16B
12805,GDPD4
12806,ERGIC1
12807,BAMBI
12808,HLA-G
12809,UTRN
12810,ZNF138
12811,PIH1D3
12812,ZNF483
12813,CTB-167G5.5
12814,CLCA4
12815,ACADS
12816,NTSR2
12817,CDH3
12818,MAP9
12819,CXorf40A
12820,PPT2
12821,PDGFD
12822,SLC38A4
12823,MYL6B
12824,DPY19L4
12825,FAM154A
12826,TMEM2
12827,ARHGAP19-SLIT1
12828,MAP6D1
12829,AKT1S1
12830,THSD1
12831,HADH
12832,RECQL
12833,FAM186B
12834,FBXO31
12835,FLVCR1
12836,ZNF444
12837,ANGPTL5
12838,TCEAL6
12839,SWI5
12840,TBX22
12841,GOLGA8O
12842,LGALS12
12843,LCK
12844,GJB5
12845,AP003774.4
12846,UNC5A
12847,SMIM5
12848,NPDC1
12849,TMC8
12850,ATXN1L
12851,MTRNR2L1
12852,ZNF66
12853,RAB27B
12854,IER5L
12855,THRSP
12856,VGLL2
12857,WDR88
12858,ASB13
12859,ROPN1B
12860,HMOX1
12861,NT5C1B
12862,AGMO
12863,TTI1
12864,ELK4
12865,SELT
12866,TXNL1
12867,TMEM221
12868,GPSM3
12869,AC069547.1
12870,PPID
12871,BTBD11
12872,FAM205A
12873,PAM
12874,GGH
12875,C1QTNF5
12876,PLRG1
12877,RPE
12878,DGKZ
12879,NFKBIZ
12880,DHRSX
12881,TIPIN
12882,HRASLS
12883,SPIN1
12884,RPL8
12885,TNFSF18
12886,ESPL1
12887,LINGO3
12888,WDR7
12889,VWA8
12890,UBAP1
12891,DLST
12892,YES1
12893,NOD2
12894,H1FX
12895,METTL22
12896,CSRNP2
12897,C15orf43
12898,ATF6B
12899,TAMM41
12900,BSND
12901,GJB3
12902,MB21D1
12903,IL12RB1
12904,UNC45B
12905,FMR1NB
12906,NR3C2
12907,KLHL2
12908,PM20D1
12909,NDST4
12910,NDNL2
12911,CHD2
12912,TIMP4
12913,NELFCD
12914,SEMA3C
12915,PRDM12
12916,INTS3
12917,DDX47
12918,LINS
12919,CTB-58E17.5
12920,FLCN
12921,ZSWIM8
12922,BBS5
12923,HDLBP
12924,DHRS13
12925,BDP1
12926,VAT1L
12927,PEA15
12928,DACT1
12929,EXOSC4
12930,XAGE3
12931,TMEM233
12932,MAP7D3
12933,MNDA
12934,KLRD1
12935,FOXK2
12936,CCRN4L
12937,ST7-OT4
12938,GPD1L
12939,TMEM55A
12940,MIEN1
12941,METTL4
12942,MXRA8
12943,F10
12944,IER3
12945,RASD1
12946,AP4B1
12947,RIMKLB
12948,GSR
12949,KIAA1024L
12950,IRX3
12951,PYCRL
12952,ZCCHC9
12953,CPSF3L
12954,BEGAIN
12955,MMACHC
12956,RABAC1
12957,GMNN
12958,KIFC1
12959,LRRCC1
12960,ABCB4
12961,MASP2
12962,FBXW11
12963,IFNA1
12964,AL953854.2
12965,WDR27
12966,PELI2
12967,PLSCR5
12968,DENND4A
12969,TMOD1
12970,POT1
12971,RGL2
12972,SHANK2
12973,FAM8A1
12974,VSIG4
12975,MYL4
12976,SERINC4
12977,ZMYM2
12978,CBX8
12979,RAC1
12980,SIGLEC1
12981,PRDM16
12982,GLRX3
12983,COX10
12984,NCR2
12985,KAAG1
12986,FUBP3
12987,ZC3H12C
12988,PVR
12989,BEND3
12990,LCE5A
12991,ARMC5
12992,APLNR
12993,PRPF18
12994,PCDHAC2
12995,S100P
12996,BTN2A1
12997,TMEM67
12998,PHF19
12999,IMP3
13000,ZNF10
13001,ATP6V1E2
13002,DNAJB9
13003,DNAJC5G
13004,PANX3
13005,SAP25
13006,HMG20A
13007,EPHA4
13008,ZNF345
13009,ATXN7L3B
13010,TCTE1
13011,PROZ
13012,MAFK
13013,REXO1
13014,HIATL1
13015,IRGQ
13016,BLM
13017,IKZF3
13018,USP18
13019,CCR8
13020,PRKCZ
13021,FBXL12
13022,CAPN12
13023,ZNF354A
13024,ACOT4
13025,CLEC11A
13026,RAB17
13027,SH3BP5
13028,SH3BP1
13029,NRD1
13030,CTD-2547L24.3
13031,BRD9
13032,WDR70
13033,CNGA1
13034,PHPT1
13035,CYR61
13036,KCNG1
13037,B3GAT2
13038,PGC
13039,HTATIP2
13040,VMO1
13041,ZNF862
13042,C18orf54
13043,FAM192A
13044,ACSS3
13045,HSD17B13
13046,TTI2
13047,RP11-664D7.4
13048,TCL1A
13049,OR5M11
13050,HACE1
13051,ANGPTL6
13052,PARS2
13053,C1orf204
13054,UBE2D2
13055,CLDN25
13056,AC137932.1
13057,LRRC38
13058,TLX3
13059,EEF2
13060,P2RX5
13061,ACBD6
13062,RPS5
13063,RLN2
13064,CDK1
13065,PHKB
13066,CCHCR1
13067,GFPT2
13068,RNF20
13069,PTPN5
13070,VEGFC
13071,RAPGEF4
13072,MUC12
13073,PTP4A1
13074,HIST1H2AH
13075,NPIPB8
13076,TXNDC12
13077,OVCA2
13078,OPTN
13079,FAM178A
13080,ABHD5
13081,OLIG3
13082,UBAP1L
13083,NHEJ1
13084,C7orf71
13085,GPRC5C
13086,ARF3
13087,DXO
13088,CLPSL2
13089,POMK
13090,RGS22
13091,ACOT9
13092,FBXO33
13093,EFS
13094,TNN
13095,ZCCHC17
13096,PSMG4
13097,LYSMD2
13098,GJA9
13099,B3GALT5
13100,UVRAG
13101,RFFL
13102,C19orf45
13103,C16orf92
13104,RP11-553A10.1
13105,TALDO1
13106,C6orf1
13107,DSC3
13108,NAA35
13109,TECTB
13110,SLC26A11
13111,WASH4P
13112,COG2
13113,OVCH1
13114,TUBB2A
13115,NCS1
13116,ZBTB37
13117,SLC25A13
13118,LRRIQ1
13119,MTO1
13120,ATP6V1B2
13121,PLA2G1B
13122,POGLUT1
13123,FANCD2OS
13124,LRRC36
13125,THEM6
13126,NT5C
13127,GTF2H4
13128,CPA2
13129,GRPEL2
13130,TIFA
13131,PARN
13132,GIPC2
13133,PTH
13134,SPDYE2
13135,NBPF15
13136,KIAA1239
13137,HTR4
13138,GLI1
13139,RABEP2
13140,HSDL2
13141,MTCH1
13142,UBE2E2
13143,MAN2A1
13144,C6orf136
13145,RECQL5
13146,ELOVL6
13147,HOXB1
13148,ATP5L
13149,ATG5
13150,GLS2
13151,SERF1B
13152,AC040160.1
13153,ANKRD55
13154,ZC3H7A
13155,FHDC1
13156,TSPAN12
13157,CLEC4M
13158,CA7
13159,MMP23B
13160,LRRC16B
13161,LCE1F
13162,BEND6
13163,GTPBP10
13164,ZBTB20
13165,TTPA
13166,SEC23A
13167,STAC3
13168,C1orf220
13169,TMEM14E
13170,MRPS34
13171,SGMS1
13172,TNFAIP8
13173,LRRC20
13174,CLEC17A
13175,MYCL
13176,PPP1R9B
13177,PAX5
13178,USP42
13179,TSPAN3
13180,RAB6B
13181,ERVW-1
13182,THAP11
13183,ZDHHC11B
13184,OPN3
13185,PNMT
13186,BLACE
13187,RGMB
13188,C17orf80
13189,GBP5
13190,WWC2
13191,TAZ
13192,GALE
13193,CACNA2D3
13194,AVEN
13195,INPP5K
13196,C1orf158
13197,CXorf27
13198,LIM2
13199,ZNF675
13200,CCDC88A
13201,CFH
13202,KCNV2
13203,CNDP2
13204,DNLZ
13205,CALR
13206,DUSP14
13207,IL18BP
13208,PVRL1
13209,TUBA1C
13210,KCNG4
13211,ZBTB3
13212,CYP3A5
13213,PCDH19
13214,MOCS3
13215,XAGE1A
13216,GAGE12E
13217,NPIPB4
13218,CLPTM1
13219,HOXC6
13220,PATL1
13221,ALS2CR11
13222,BBS1
13223,HIST1H3H
13224,MTG1
13225,UGGT1
13226,CST5
13227,RASL11A
13228,GNB2
13229,CDR2
13230,TBRG4
13231,KIF4A
13232,SIM2
13233,CNBD2
13234,TPT1
13235,ERCC6-PGBD3
13236,PTK6
13237,FAM50A
13238,CROCC
13239,EBNA1BP2
13240,FUT11
13241,PET117
13242,CELSR2
13243,ADAMTS13
13244,C7orf55
13245,MTIF2
13246,FAM71F1
13247,RPS19
13248,HAUS8
13249,ZNF436
13250,HOXA7
13251,CHCHD5
13252,ARNT
13253,DNAJC5B
13254,F11R
13255,TENM1
13256,RPRM
13257,FABP6
13258,UBB
13259,ARHGAP6
13260,UNC5D
13261,OR2K2
13262,HIST4H4
13263,TMED7
13264,PDYN
13265,BCLAF1
13266,FOXE1
13267,REEP5
13268,FANCF
13269,SEPSECS
13270,TMCO1
13271,RBPMS2
13272,FCGR1B
13273,DPP9
13274,EGR4
13275,ARHGAP25
13276,MARC1
13277,LUC7L3
13278,HSD11B1L
13279,NIT1
13280,DDA1
13281,PIK3C2A
13282,PGAM1
13283,FAM181A
13284,PPP2R1B
13285,SLC2A13
13286,ARFRP1
13287,P2RY2
13288,APBB2
13289,VMA21
13290,IRAK1BP1
13291,IPO7
13292,USF1
13293,GOLGA8T
13294,UTS2
13295,TBKBP1
13296,C8orf58
13297,CD37
13298,TENC1
13299,AL121963.1
13300,TSPAN16
13301,SLC46A2
13302,ALX4
13303,GDI1
13304,EPB41L3
13305,YIPF4
13306,TIGD6
13307,APOO
13308,POU3F4
13309,EIF5A2
13310,SGK3
13311,ACBD7
13312,RTCA
13313,LEFTY1
13314,CYB5R3
13315,HSF4
13316,KDM4B
13317,WDR19
13318,MGAT4B
13319,LBP
13320,CTD-2207O23.3
13321,GIMAP8
13322,ZNF697
13323,ITGAD
13324,HAPLN4
13325,REEP3
13326,RYR1
13327,ABHD1
13328,USP40
13329,KCNAB1
13330,DAPK1
13331,URB1
13332,OGFRL1
13333,AL160274.1
13334,ORC4
13335,CDK2
13336,KRTAP11-1
13337,RAB3D
13338,THBD
13339,VSNL1
13340,CD55
13341,LRRC61
13342,AC017104.2
13343,ANKRD39
13344,CHST12
13345,RHBDL3
13346,RNASE8
13347,SPINK8
13348,RNF186
13349,ST6GALNAC5
13350,GUCY1A2
13351,SETMAR
13352,SHH
13353,TRMT2B
13354,VPS53
13355,OPHN1
13356,OR6B2
13357,SH3BGRL
13358,TP53TG3D
13359,GPR182
13360,CCNB1
13361,HOMER1
13362,APCDD1L
13363,CLDN23
13364,C10orf137
13365,SVIP
13366,LCE3D
13367,TBX4
13368,CCDC50
13369,RALGAPB
13370,PAXBP1
13371,ME1
13372,HFE
13373,SURF1
13374,RER1
13375,KRTAP19-5
13376,ATP10B
13377,PLIN5
13378,SIVA1
13379,PRPSAP1
13380,CEA
13381,CLCA2
13382,CDK15
13383,TMEM65
13384,IRX1
13385,KRTAP17-1
13386,EPM2AIP1
13387,TAF15
13388,LTBP1
13389,TBPL1
13390,SEZ6L2
13391,LCE1D
13392,SLC6A11
13393,RAB4B-EGLN2
13394,BRF2
13395,CCL16
13396,ZBTB18
13397,ALDH3B1
13398,CRYBB1
13399,RNF19B
13400,PSMB10
13401,LINC00346
13402,SHQ1
13403,LRRK2
13404,FAM65C
13405,KRT27
13406,PHKA1
13407,CHD7
13408,CA11
13409,COL18A1
13410,HSBP1L1
13411,NME8
13412,MAPKAP1
13413,LIN28B
13414,VAMP5
13415,TRMT2A
13416,TMEM239
13417,ZNF732
13418,MRPS2
13419,ELAVL4
13420,SLC6A2
13421,SP8
13422,CYSLTR1
13423,SFT2D2
13424,DNAJC9
13425,WDR81
13426,XPA
13427,ATP6V1G2
13428,UBE2NL
13429,PRPF38A
13430,PLBD2
13431,ADAM12
13432,LIX1
13433,SPTBN4
13434,FAM26F
13435,SPSB4
13436,FAM35A
13437,ZSCAN5B
13438,CELF4
13439,RADIL
13440,RNF208
13441,PACRG
13442,MIOX
13443,TULP4
13444,CYP17A1
13445,FKBP4
13446,PLA2G15
13447,BANF1
13448,AADAT
13449,ABCF1
13450,ZNF283
13451,ROCK1
13452,LDLRAP1
13453,RPL13A
13454,ZNF106
13455,OGG1
13456,THOC2
13457,RP11-342M21.2
13458,FTCDNL1
13459,RXRB
13460,HIST1H2BF
13461,FKSG62
13462,SDC2
13463,KIF19
13464,RP11-368I7.4
13465,PNPLA1
13466,SPDYA
13467,DCAF8L1
13468,CXCL14
13469,ARL6IP4
13470,SYNGAP1
13471,RBP2
13472,CBR1
13473,CIB1
13474,GPANK1
13475,COIL
13476,SIN3B
13477,OTUB2
13478,TBX1
13479,CISH
13480,BAG4
13481,BRE
13482,PIK3R1
13483,ZBTB34
13484,HMGA1
13485,SCAND1
13486,ABCC3
13487,APEX1
13488,GLA
13489,AC005003.1
13490,CDK16
13491,ZNF25
13492,TTR
13493,BEX4
13494,AAED1
13495,RAB41
13496,EGF
13497,NIPSNAP3A
13498,CS
13499,EFCAB4B
13500,RP11-114H20.1
13501,SCARF1
13502,CEACAM1
13503,PDE4D
13504,GAS1
13505,ATP1B1
13506,FOXI2
13507,ZNF358
13508,E2F2
13509,NRF1
13510,AOC3
13511,TMEM33
